I_D	FLAG_TSUNAMI	YEAR	MONTH	DAY	HOUR	MINUTE	SECOND	FOCAL_DEPTH	EQ_PRIMARY	EQ_MAG_MW	EQ_MAG_MS	EQ_MAG_MB	EQ_MAG_ML	EQ_MAG_MFA	EQ_MAG_UNK	INTENSITY	COUNTRY	STATE	LOCATION_NAME	LATITUDE	LONGITUDE	REGION_CODE	DEATHS	DEATHS_DESCRIPTION	MISSING	MISSING_DESCRIPTION	INJURIES	INJURIES_DESCRIPTION	DAMAGE_MILLIONS_DOLLARS	DAMAGE_DESCRIPTION	HOUSES_DESTROYED	HOUSES_DESTROYED_DESCRIPTION	HOUSES_DAMAGED	HOUSES_DAMAGED_DESCRIPTION	TOTAL_DEATHS	TOTAL_DEATHS_DESCRIPTION	TOTAL_MISSING	TOTAL_MISSING_DESCRIPTION	TOTAL_INJURIES	TOTAL_INJURIES_DESCRIPTION	TOTAL_DAMAGE_MILLIONS_DOLLARS	TOTAL_DAMAGE_DESCRIPTION	TOTAL_HOUSES_DESTROYED	TOTAL_HOUSES_DESTROYED_DESCRIPTION	TOTAL_HOUSES_DAMAGED	TOTAL_HOUSES_DAMAGED_DESCRIPTION
5439		1996	5	3	3	32	 47.1	26	 6.0	 6.0	 6.0	 5.5			 6.0	8	CHINA		CHINA:  NEI MONGOL:  BAOTOU, BEIJING, HOHHOT	  40.774	  109.661	30	      23	1			       330	3		4					      23	1			330	3		4				
5442	Tsu	1996	11	12	16	59	 44.0	33	 7.7	 7.7	 7.3	 6.5				8	PERU		PERU:  CHINCHA ALTA, ACARI, NAZCA, MARCONA	 -14.993	  -75.675	160	      14	1			       560	3		4			4000	4	      14	1			560	3		4			4000	4
5444		1997	1	11	20	28	 26.0	33	 7.2	 7.2	 6.9	 6.5					MEXICO		MEXICO:  MICHOACAN, ARTEAGA	  18.219	 -102.756	150	       1	1						2																
5446		1997	1	21	1	48	 30.1	33	 5.9	 5.9	 5.8	 5.3					CHINA		CHINA:  SOUTHERN XINJIANG:  JIASHI COUNTY	  39.474	   76.998	40	      12	1			        40	1		3	14000	4			      12	1			40	1		3	14000	4		
5447		1997	2	4	10	37	 47.1	10	 6.5	 6.5	 6.8	 5.9				8	IRAN		IRAN:  BOJNURD, SHIRVAN, ESFARAYEN	  37.661	   57.291	140	      88	2			      1948	4	      30.000	4	5500	4	11000	4	      88	2			1948	4	      30.000	4	5500	4	11000	4
5449		1997	2	27	21	8	  2.3	33	 7.1	 7.1	 7.3	 6.3			 7.3		PAKISTAN		PAKISTAN:  HARNAI-SIBI, QUETTA	  29.976	   68.208	60	      60	2				3		2	500	3	500	3	      60	2				3		2	500	3		
5450		1997	2	28	12	57	 18.6	10	 6.1	 6.1	 6.1	 5.5				7	IRAN		IRAN:  ARDABIL	  38.075	   48.050	140	    1100	4			      2600	4		4	12000	4			    1100	4			2600	4		4	12000	4		
5452		1997	3	1	6	4	 14.1	22	 5.6	 5.6	 5.5	 5.2					CHINA		CHINA:  S. XINJIANG, JIASHI COUNTY, KASHI	  39.422	   76.839	40	       2	1			         6	1		3	4000	3			       2	1			6	1		3	4000	4		
5457		1997	4	11	5	34	 42.7	15	 6.2	 6.2	 6.1	 5.8					CHINA		CHINA:  S. XINJIANG, BACHU, SHULE, YINGJISHA	  39.527	   76.941	40	       9	1			        89	2		4	2000	4			       9	1			89	2		4	2000	4		
5461		1997	5	10	7	57	 29.7	10	 7.2	 7.2	 7.3	 6.4				10	IRAN		IRAN:  BIRJAND, GHAEN	  33.825	   59.809	140	    1728	4			      2300	4	     100.000	4	10533	4	10533	4	    1728	4			2300	4	     100.000	4	10533	4		
5463		1997	5	13	14	13	 45.7	196	 6.4	 6.4		 6.1					AFGHANISTAN		AFGHANISTAN:  HINDU-KUSH, MALAKAND-PESHAWAR	  36.411	   70.945	40	       1	1						2																
5465		1997	5	21	22	51	 28.7	36	 5.8	 5.8	 5.6	 6.0				8	INDIA		INDIA:  SOUTHERN:  JABALPUR	  23.083	   80.041	60	      56	2			      1000	4	     143.000	4	8546	4	8546	4	      56	2			1000	4	     143.000	4	8546	4	52690	4
5467	Tsu	1997	7	9	19	24	 13.1	20	 7.0	 7.0	 6.8	 6.2				5	VENEZUELA		VENEZUELA:  CARIACO-CUMANA	  10.598	  -63.486	90	      81	2			       522	3	      81.000	4					      81	2			522	3	      81.000	4				
5473		1997	9	26	9	40	 26.3	10	 6.0	 6.0	 6.0	 5.7				10	ITALY		ITALY:  CENTRAL:  MARCHE, UMBRIA	  43.084	   12.812	130	      14	1			       100	2	    4524.900	4	80000	4			      14	1			100	2	    4524.900	4	80000	4		
5474		1997	9	28	1	38	 28.6	33	 5.9	 5.9	 5.5	 5.6					INDONESIA		INDONESIA:  SULAWESI, PAREPARE	  -3.776	  119.727	170	      20	1			       300	3	       1.100	2	650	3			      20	1			300	3	       1.100	2	650	3		
5475		1997	10	15	1	3	 33.4	58	 7.1	 7.1	 6.8	 6.8					CHILE		CHILE:  PUEBLO NUEVO, COQUIMBO, LA CHIMBA	 -30.933	  -71.220	160	       8	1			       300	3	      48.000	4	5000	4	15700	4	       8	1			300	3	      48.000	4	5000	4	15700	4
5478		1997	11	21	11	23	  6.3	54	 6.1	 6.1		 5.9					INDIA		INDIA-BANGLADESH:  CHITTAGONG, BANGLADESH	  22.212	   92.702	60	      23	1			       200	3		1	1	1	1	1	      23	1			200	3		1	1	1		2
5481		1998	1	10	3	50	 41.5	30	 5.7	 5.7	 5.7	 5.8				8	CHINA		CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI	  41.083	  114.500	30	      70	2			     11500	4	     285.500	4	70000	4			      70	2			11500	4	     285.500	4	70000	4		
5485		1998	2	4	14	33	 21.2	33	 5.9	 5.9	 6.1	 5.6					AFGHANISTAN		AFGHANISTAN:  ROSTAQ; TAJIKISTAN:  DUSHANBE	  37.075	   70.089	40	    2323	4			       818	3		4	8094	4			    2323				818	3		4	8094	4		
5486		1998	2	20	12	18	  6.2	236	 6.4	 6.4	 5.7	 5.8					AFGHANISTAN		AFGHANISTAN-TAJIKISTAN:  YAR HUSAIN, ASTOR	  36.479	   71.086	40	       1	1			        11	1		2	35	1			       1		1		11	1		2	35	1		
5487		1998	3	14	19	40	 27.0	9	 6.6	 6.6	 6.9	 5.9					IRAN		IRAN:  GOLBAF, BAFT, KERMAN	  30.154	   57.605	140	       5	1			        50	1		3	2000	4			       5	1			50	1		3	2000	4		
5491		1998	4	10	15	0	 53.1	33	 5.8	 5.8	 5.7	 5.3					IRAN		IRAN:  BIRJAND, GONABAD	  32.457	   59.976	140	      12	1			        10	1		2			600	3	      12	1			10	1		2			600	3
5492		1998	4	12	10	55	 32.5	10	 5.7	 5.7	 5.7	 5.3				8	AUSTRIA		AUSTRIA:  ARNOLDSTEIN; SLOVENIA:  BOVEC, KOBARID	  46.245	   13.652	120	       1	1						2					       1	1						2				
5493		1998	5	22	4	48	 50.4	24	 6.6	 6.6	 6.6	 5.9					BOLIVIA		BOLIVIA:  CENTRAL:  AIQUILE, TOTORA	 -17.731	  -65.431	160	     105	3			       150	3		3		3			     105	3			150	3		3		3		
5495		1998	5	30	6	22	 28.9	33	 6.6	 6.6	 6.9	 5.9					AFGHANISTAN		AFGHANISTAN:  BADAKHSHAN, TAKHAR	  37.106	   70.110	40	    4700	4				4	      10.000	3		4			    4700	4				4	      10.000	3		4		
5497		1998	6	27	13	55	 52.0	33	 6.3	 6.3	 6.2	 5.8				8	TURKEY		TURKEY:  ADANA, CEYHAN	  36.878	   35.307	140	     145	3			      1500	4	     550.000	4	1700	4			     145	3			1500	4	     550.000	4	1700	4		
5498		1998	7	9	5	19	  7.3	10	 6.2	 6.2	 6.0	 5.7					AZORES (PORTUGAL)		AZORES:  FAIAL, PICO, TERCEIRA	  38.650	  -28.626	130	      10	1			       100	2	      72.000	4					      10	1			100	2	      72.000	4				
5500		1998	7	17	4	51	 14.7	13	 5.7	 5.7	 5.4	 5.5				5	TAIWAN		TAIWAN:  CHIA-I, TAINAN, HUALIEN, KAO-HSIUNG	  23.407	  120.736	30	       5	1			        27	1		1					       5	1			27	1		1				
5502		1998	8	4	18	59	 20.1	33	 7.2	 7.2	 7.1	 6.2					ECUADOR		ECUADOR:  BAHIA DE CARAQUEZ, CANOA	   -.593	  -80.393	160	       3	1			        40	1		2				3	       3	1			40	1		2				2
5503		1998	8	27	9	3	 36.6	33	 6.4	 6.4	 6.4	 5.6					CHINA		CHINA:  SOUTHERN XINJIANG:  JIASHI	  39.660	   77.343	40	       3	1			         7	1		3	3600	4	18771	4	       3	1			7	1		3	3600	4	18771	4
5504		1998	9	28	13	34	 30.4	152	 6.6	 6.6		 6.4					INDONESIA		INDONESIA:  JAWA, MALANG, BLITAR, BANTUR	  -8.194	  112.413	170	       1	1						1	38	1	62	2	       1	1						1	38	1	62	2
5505		1998	9	29	22	14	 49.5	10	 5.5	 5.5	 5.3	 5.2				8	SERBIA AND MONTENEGRO		BALKANS NW:  SERBIA:  BELGRADE, LJIG, VALJEVO	  44.209	   20.080	130	       1	1			        17	1		2		3			       1	1			17	1		2		3		
5509		1998	11	19	11	38	 14.8	33	 5.6	 5.6	 5.6	 5.2					CHINA		CHINA:  SICHUAN PROVINCE: HUAPING, LIJIANG, NINGLAG	  27.308	  101.029	30	       5	1			      1543	4	      70.000	4	12000	4	12000	4	       5	1			1543	4	      70.000	4	12000	4		
5510	Tsu	1998	11	29	14	10	 31.9	33	 7.7	 7.7	 7.7	 6.5				7	INDONESIA		INDONESIA:  MANGOLE, MANADO, TALIABU	  -2.071	  124.891	170	      41	1			       107	3	     200.000	4	1000	3			      41	1			107	3	     200.000	4	1000	3		
5512		1999	1	25	18	19	 16.8	17	 6.2	 6.2	 5.7	 5.9					COLOMBIA		COLOMBIA:  ARMENIA, CALARCA, PEREIRA, CALDAS, HUILA	   4.461	  -75.724	160	    1185	4	700	3	      4750	4	    1857.366	4		4			    1185	4	700	3	4750	4	    1857.366	4		4		
5516		1999	2	11	14	8	 51.6	33	 6.0	 6.0	 5.8	 5.4					AFGHANISTAN		AFGHANISTAN:  LOWGAR, VARDAK, KABUL	  34.259	   69.364	40	      70	2			       500	3		3	7000	4	7000	4	      70	2			500	3		3	7000	4		
5517		1999	3	4	5	38	 26.5	33	 6.6	 6.6	 6.5	 6.2					IRAN		IRAN:  SOUTHERN:  KERMAN	  28.343	   57.193	140	       1	1						2			517	3	       1	1						2			517	3
5519		1999	3	28	19	5	 11.0	15	 6.6	 6.6	 6.6	 6.4				8	INDIA		INDIA:  CHAMOLI, RUDRAPRAYAG, TEHRI GARHWAL	  30.512	   79.403	60	     100	2			       394	3	      70.000	4	21100	4	21100	4	     100	2			394	3		4	21100	4		
5520		1999	4	3	6	17	 18.3	87	 6.8	 6.8	 6.2	 6.1				6	PERU		PERU:  CAMANA, AREQUIPA	 -16.660	  -72.662	160	       1	1			        50	1		2			300	2	       1	1			50	1		2			300	3
5521		1999	5	6	23	0	 53.1	33	 6.2	 6.2	 6.3	 5.9					IRAN		IRAN:  SOUTHERN:  FARS PROVINCE	  29.501	   51.880	140	      26	1			       100	2		2	800	3			      26	1			100	2		2	800	3		
5523		1999	6	15	20	42	  5.9	70	 7.0	 7.0	 6.5	 6.4					MEXICO		MEXICO:  PUEBLA, VERACRUZ, OAXACA, MORELOS, GUERRERO	  18.386	  -97.436	150	      20	1			       200	3	     226.800	4			2000	4	      20	1			200	3	     226.800	4			2000	4
5525		1999	7	11	14	14	 16.5	10	 6.7	 6.7	 6.6	 6.0					GUATEMALA		GUATEMALA:  IZABAL-PUERTO BARRIOS; HONDURAS:  W	  15.782	  -88.330	100	       2	1			        40	1		2	7	1	7	1	       2	1			40	1		2	7	1	4	1
5527	Tsu	1999	8	17	0	1	 39.1	13	 7.6	 7.6	 7.8	 6.3				10	TURKEY		TURKEY:  ISTANBUL, KOCAELI, SAKARYA	  40.760	   29.970	140	   17118	4			     50000	4	   20000.000	4			73342	4	   17118	4			50000	4	   20000.000	4			73342	4
5531		1999	9	7	11	56	 49.3	10	 6.0	 6.0	 5.8	 5.6				9	GREECE		GREECE:  ATHENS	  38.119	   23.605	130	     143	3			      1600	4	    4200.000	4	53000	4			     143	3			1600	4	    4200.000	4	53000	4		
5533		1999	9	13	11	55	 28.1	13	 5.8	 5.8	 5.8	 5.8					TURKEY		TURKEY:  ADAPAZARI-GOLUCK-KOCAELI	  40.709	   30.045	140	       7	1			       422	3		1					       7	1			422	3		1				
5535		1999	9	20	17	47	 18.4	33	 7.7	 7.7	 7.7	 6.5				10	TAIWAN		TAIWAN:  NANTOU, TAICHUNG, TAIZHONG	  23.772	  120.982	30	    2297	4			      8700	4	   14000.000	4	8200		82000	4	    2297	4			8700	4	   14000.000	4			82000	4
5537		1999	9	30	16	31	 15.6	61	 7.5	 7.5	 7.5	 6.5				8	MEXICO		MEXICO:  OAXACA	  16.059	  -96.931	150	      35	1			       215	3	     164.800	4			2000	4	      35	1			215	3	     164.800	4			2000	4
5539		1999	10	22	2	18	 58.5	33	 5.9	 5.9	 5.6	 5.7				6	TAIWAN		TAIWAN:  CHIA-I	  23.445	  120.506	30	       1	1			       254	3	        .786	1	15	1			       1	1			254	3	        .786	1	15	1		
5542		1999	11	11	14	41	 25.6	22	 5.7	 5.7	 5.5	 5.5					TURKEY		TURKEY:  ADAPAZARI, KOCEALI, GOLCUK	  40.744	   30.266	140	       2	1			       171	3							       2	1			171	3						
5543		1999	11	12	16	57	 19.5	10	 7.2	 7.2	 7.5	 6.3				9	TURKEY		TURKEY:  BOLU-DUZCE-KAYNASLI, ADAPAZARI, ZONGULDAK	  40.758	   31.161	140	     894	3			      4948	4	    1000.000	4					     894	3			4948	4	    1000.000	4				
5545	Tsu	1999	11	26	13	21	 15.5	33	 7.5	 7.5	 7.3	 6.4					VANUATU		VANUATU ISLANDS:  PENTECOST	 -16.423	  168.214	170	       5	1			       100	2		2					      10	1			100	2		3		3		
5547		1999	12	3	17	6	 54.7	19	 5.7	 5.7	 5.5	 5.3					TURKEY		TURKEY:  GORESKEN, ERZURUM PROVINCE	  40.358	   42.346	140	       1	1			         6	1		2			340	3					6	1		2			340	3
5548		1999	12	11	18	3	 36.4	33	 7.3	 7.3	 7.1	 6.5				7	PHILIPPINES		PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ	  15.766	  119.740	170	       5	1			        40	1	       1.794	2					       5	1			40	1	       1.794	2				
5549		1999	12	21	14	14	 57.6	56	 6.5	 6.5	 6.3	 6.2					INDONESIA		INDONESIA:  PANDEGLANG, W JAWA, SE SUMATERA	  -6.845	  105.555	170	       5	1			       220	3	       3.900	2			2800	4	       5	1			220	3	       3.900	2			2800	4
5550		1999	12	22	17	36	 56.2	10	 5.6	 5.6	 5.5	 5.4				7	ALGERIA		ALGERIA:  NORTHERN:  AIN TEMOUCHENT	  35.321	   -1.281	15	      24	1			       175	3	      60.929	4		3		3	      24	1			175	3	      60.929	4	3000	4		
5553		2000	1	14	23	37	  7.8	33	 5.9	 5.9	 5.9	 5.4	5.5				CHINA		CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	  25.607	  101.063	30	       5	1			      2528	4	      73.500	4	41000	4	41000	4	       7	1			2528	4	      73.500	4	41000	4		
5557	Tsu	2000	5	4	4	21	 16.2	26	 7.6	 7.6	 7.5	 6.7					INDONESIA		INDONESIA:  SULAWESI:  LUWUK, BANGGAI, PELENG,	  -1.105	  123.573	170	      46	1			       264	3	      30.000	4	10000	4			      46	1			264	3	      30.000	4	10000	4		
5560		2000	6	4	16	28	 26.1	33	 7.9	 7.9	 8.0	 6.8				6	INDONESIA		INDONESIA:  SUMATRA:  BENGKULU, ENGGANO	  -4.721	  102.087	170	     103	3			      2174	4	       6.000	3					     103	3			2174	4	       6.000	3				
5561		2000	6	6	2	41	 49.8	10	 6.0	 6.0	 6.1	 5.5				7	TURKEY		TURKEY:  CERKES, CUBUK, ORTA	  40.693	   32.992	140	       2	1			        80	2		3					       2	1			80	2		3			4600	4
5563		2000	6	7	23	45	 26.6	33	 6.7	 6.7	 6.7	 6.1					INDONESIA		INDONESIA:  SOUTHERN SUMATERA:  LAHAT	  -4.612	  101.905	170	       1	1						2			600	3	       1	1						2			600	3
5564		2000	6	10	18	23	 29.3	33	 6.4	 6.4	 6.2	 6.2					TAIWAN		TAIWAN:  NAN-TOU	  23.843	  121.225	30	       2	1			        36	1		1					       2	1			36	1		1				
5568	Tsu	2000	7	1	7	1	 55.5	10	 6.1	 6.1	 6.1	 6.0					JAPAN		JAPAN:  NEAR S COAST HONSHU:  KOZU-SHIMA	  34.221	  139.131	30	       1	1				3		1					       1	1				3		1				
5581	Tsu	2000	11	16	4	54	 56.7	33	 8.0	 8.0	 8.2	 6.0					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  NEW IRELAND, DUKE OF YORK	  -3.980	  152.169	170	       2	1						2		3			       2	1						2		3		
5584		2000	11	25	18	9	 11.4	50	 6.8	 6.8		 5.8					AZERBAIJAN		AZERBAIJAN:  BAKU	  40.245	   49.946	40	      31	1			       430	3		1					      31	1			430	3		1				
5585		2000	12	6	17	11	  6.4	30	 7.0	 7.0	 7.5	 6.7					TURKMENISTAN		TURKMENISTAN:  NEBITDAG-TURKMENBASHI	  39.566	   54.799	40	      11	1				2		1					      11	1				2		1				
5586		2000	12	15	16	44	 47.6	10	 6.0	 6.0	 5.8	 5.1				7	TURKEY		TURKEY:  AFYON-BOLVADIN	  38.457	   31.351	140	       6	1			        41	1		1					       6	1			41	1		1				2
5587	Tsu	2001	1	13	17	33	 32.3	60	 7.7	 7.7	 7.8	 6.4				8	EL SALVADOR		EL SALVADOR:  DAMAGE & INJURIES IN EVERY DEPT.	  13.049	  -88.660	100	     844	3			      4723	4	     753.000	4	108226	4	169632	4	     844	3			4723	4	     753.000	4	108226	4	169632	4
5589		2001	1	26	3	16	 40.5	16	 7.7	 7.7	 8.0	 6.9				10	INDIA		INDIA:  GUJARAT:  BHUJ, AHMADABAD, RAJOKOT; PAKISTAN	  23.419	   70.232	60	   20005	4			    166836	4	    2623.000	4	339000	4	339000	4	   20005	4			166836	4	    2623.000	4	339000	4		
5592		2001	2	13	14	22	  5.8	10	 6.6	 6.6	 6.5	 5.5				6	EL SALVADOR		EL SALVADOR: SAN JUAN TEPEZONTES-SAN VICENTE-COJUTEP	  13.671	  -88.938	100	     315	3			      3399	4	     348.500	4	41302	4	15706	4	     315	3			3399	4	     348.500	4	41302	4	15706	4
5593		2001	2	23	0	9	 23.6	33	 5.6	 5.6	 5.4	 5.7					CHINA		CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG	  29.513	  101.129	30	       3	1			       109	3		3	60000	4	60000	4	       3	1			109	3		3	60000	4		
5595		2001	2	28	18	54	 32.8	52	 6.8	 6.8	 6.6	 6.5				8	USA	WA	WASHINGTON:  OLYMPIA, SEATTLE, TACOMA	  47.149	 -122.727	150	       1	1			       400	3	    2000.000	4					       1	1			400	3	    2000.000	4				
5596		2001	3	24	6	27	 53.5	50	 6.8	 6.8	 6.5	 6.4				9	JAPAN		JAPAN:  HIROSHIMA, OKAYAMA, HONSHU, KAGAMA	  34.083	  132.526	30	       2	1			       161	3	     500.000	4			3700	4	       2	1			161	3	     500.000	4			3700	4
5597		2001	5	8	18	2	 16.9	10	 5.7	 5.7	 5.4	 5.2					EL SALVADOR		EL SALVADOR:  CONCHAGUA	  13.605	  -88.795	100	       1	1						2	84	2	70	2	       1	1						2	84	2	70	2
5598		2001	5	23	21	10	 43.9	33	 5.5	 5.5	 5.3	 5.1					CHINA		CHINA:  YUNNAN:  NINGLANG; SICHUAN:  YANYUAN	  27.689	  101.003	30	       2	1			       605	3	      36.000	4					       2	1			605	3	      36.000	4				
5601	Tsu	2001	6	23	20	33	 14.1	33	 8.4	 8.4	 8.2	 6.7				8	PERU		PERU:  AREQUIPA, MOQUEGUA, TACNA, AYACUCHO	 -16.265	  -73.641	160	      77	2	68	2	      2713	4		4	22399	4			     103	3	138	3	2713	4	     200.000	4	25399	4		
5604		2001	7	7	9	38	 43.5	33	 7.6	 7.6	 7.3	 6.6					PERU		PERU:  AREQUIPA, ARICA	 -17.543	  -72.077	160	       1	1			        30	1		2	200	3			       1	1			30	1		2	200	3		
5607		2001	8	9	2	6	 59.9	33	 5.8	 5.8	 5.5	 5.4					PERU		PERU:  ANTABAMA	 -14.258	  -72.683	160	       4	1			        15	1		2		3			       4	1			15	1		2		3		
5611		2001	10	27	5	35	 39.7	10	 5.6	 5.6	 5.5	 5.3					CHINA		CHINA:  YUNNAN PROVINCE:  YONGSHENG	  26.316	  100.648	30	       1	1			       220	3		2	3400	4	3400	4	       1	1			220	3		2	3400	4		
5616		2002	1	10	11	14	 56.9	11	 6.7	 6.7	 6.6	 6.0					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  AITAPE	  -3.212	  142.427	170	       1	1						2	200	3			       1	1						2	200	3		
5620		2002	2	3	7	11	 28.4	5	 6.5	 6.5	 6.4	 5.7					TURKEY		TURKEY:  AFYON	  38.573	   31.271	140	      44	1			       318	3		2					      44	1			318	3		2			622	3
5624		2002	3	3	12	8	 19.7	226	 7.4	 7.4		 6.6					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  SAMANGHAN, KABUL, RUSTAQ	  36.502	   70.482	40	     166	3				2		3	300	3	300	3	     166	3				2		3	300	3	400	3
5625	Tsu	2002	3	5	21	16	  9.1	31	 7.5	 7.5	 7.2	 6.3					PHILIPPINES		PHILIPPINES:  MINDANAO	   6.033	  124.249	170	      15	1			       100	2	       1.714	2			800	3	      15	1			100	2	       1.714	2			800	3
5626		2002	3	25	14	56	 33.8	8	 6.1	 6.1	 6.2	 5.9					AFGHANISTAN		AFGHANISTAN:  HINDU KUSH:  BAGHLAN, NAHRIN	  36.062	   69.315	40	    1000	3			       200	3		4	1500	4	1500	4	    1000	3			200	3		4	1500	4		
5627	Tsu	2002	3	31	6	52	 50.4	33	 7.1	 7.1	 7.4	 6.4					TAIWAN		TAIWAN:  TAIPEI	  24.279	  122.179	30	       5	1			       200	3		2	100	2			       5	1			200	3		2	100	2		
5629		2002	4	12	4	0	 23.7	10	 5.9	 5.9	 5.9	 5.8					TAJIKISTAN		TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN	  39.959	   69.417	40	      50	1			       150	3		2	160	3	160	3	      50	1			150	3			160	3	250	3
5632		2002	4	24	10	51	 50.9	10	 5.7	 5.7	 5.6	 5.6					SERBIA AND MONTENEGRO		BALKANS NW:  KOSOVO; MACEDONIA:  N	  42.436	   21.466	130	       1	1			        60	2		1					       1	1			60	2		1				
5636		2002	5	18	15	15	  8.8	10	 5.5	 5.5	 5.5	 5.2					TANZANIA		TANZANIA:  BUNDA	  -2.907	   33.733	10	       2	1						2	690	3	700	3	       2	1						2	690	3	700	3
5639		2002	6	22	2	58	 21.3	10	 6.5	 6.5	 6.4	 6.2				8	IRAN		IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU	  35.626	   49.047	140	     261	3			      1300	4	     300.000	4		4		4	     261	3			1300	4	     300.000	4	4	4		
5644		2002	8	15	5	30	 26.2	10	 6.2	 6.2	 5.8	 5.7					INDONESIA		INDONESIA:   SULAWESI:  TOJO	  -1.196	  121.333	170	      48	1						2			200	3	      48	1						2			200	3
5648		2002	9	6	1	21	 28.6	5	 6.0	 6.0	 5.5	 5.8					ITALY		ITALY:  SICILY:  PALERMO	  38.381	   13.701	130	       2	1			        20	1	     500.000	4				2	       2	1			20	1	     500.000	4				2
5649	Tsu	2002	9	8	18	44	 23.7	13	 7.6	 7.6	 7.8	 6.5					PAPUA NEW GUINEA		PAPUA NEW GUINEA:  KAIRIRU IS, MUSCHU IS, WEWAK	  -3.302	  142.945	170	       4	1			        70	2		3					       4	1			70	2		3				
5650	Tsu	2002	9	13	22	28	 29.4	21	 6.5	 6.5	 6.7	 6.2					INDIA		INDIA:  ANDAMAN ISLANDS:  RONGAT, DIGLIPUR,ARIEL BAY	  13.036	   93.068	60	       2	1						1	40	1		1	       2	1						2	40	1		1
5656	Tsu	2002	10	10	10	50	 20.5	10	 7.6	 7.6	 7.7	 6.5					INDONESIA		INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI	  -1.757	  134.297	170	       8	1			       632	3		3	1000	3	900	3	       8	1			632	3		3	1000	3	900	3
5658		2002	10	24	6	8	 37.9	11	 6.2	 6.2	 6.3	 5.9					CONGO		CONGO: GOMA, LWIRO, BUKAVU; RWANDA:  MUGERA, KIGALI	  -1.884	   29.004	10	       2	1						1		2			       2	1						1		2		
5660		2002	10	31	10	32	 58.7	10	 5.7	 5.7	 5.6	 5.3					ITALY		ITALY:  SAN GUILIANO DI PUGLIA, CAMPOBASSO	  41.789	   14.872	130	      29	1			       135	3	     796.000	4				4	      29	1			135	3	     796.000	4				4
5662		2002	11	2	1	26	 10.7	30	 7.3	 7.3	 7.6	 6.2					INDONESIA		INDONESIA:  SUMATERA:  SIMEULUE	   2.824	   96.085	170	       3	1			        65	2		3			994	3	       3	1			65	2		3			994	3
5664		2002	11	20	21	32	 30.8	33	 6.3	 6.3	 6.5	 5.7					PAKISTAN		PAKISTAN:  DASHKIN, DOIAN, MUSHKIN	  35.414	   74.515	60	      19	1			        40	1		3	100	2	100	2	      19	1			40	1		3	100	2	1256	4
5667		2002	12	14	13	27	 29.1	22	 5.5	 5.5	 5.3	 5.6					CHINA		CHINA:  GANSU PROVINCE:  YUMNE	  39.736	   97.443	30	       2	1						3	13380	4			       2	1						3	13380	4		
5673	Tsu	2003	1	22	2	6	 34.6	24	 7.5	 7.5	 7.6	 6.5				8	MEXICO		MEXICO:  VILLA DE ALVAREZ, COLIMA, TECOMAN, JALISCO	  18.770	 -104.104	150	      29	1			       300	3		3	2005	4	6615	4	      29	1			300	3		3	2005	4	6615	4
5676		2003	1	27	5	26	 23.0	10	 6.1	 6.1	 6.0	 5.6					TURKEY		TURKEY:  SAGLAMTAS, PULUMUR	  39.500	   39.878	140	       1	1				2		1					       1	1				2		1				2
5682		2003	2	24	2	3	 41.4	11	 6.3	 6.3	 6.3	 5.8					CHINA		CHINA:  S. XINJIANG:  BACHU	  39.610	   77.230	40	     261	3			      4000	4		4	71000	4			     261	3			4000	4		4	71000	4		
5702		2003	3	25	2	53	 25.0	33	 6.5	 6.5	 6.1	 6.2					INDONESIA		INDONESIA:  FLORES:  REO	  -8.294	  120.743	170	       4	1			        20	1		1				2	       4	1			20	1		1				2
5692		2003	5	1	0	27	  4.7	10	 6.4	 6.4	 6.4	 5.7					TURKEY		TURKEY:  BINGOL	  39.007	   40.464	140	     177	3			       521	3		3	718	3	718	3	     177	3			521	3		3	718	3	2593	4
5693		2003	5	4	15	44	 35.5	10	 5.8	 5.8	 5.6	 5.0					CHINA		CHINA:  S. XINJIANG:  YOPURGA	  39.430	   77.219	40	       1	1			         3	1		3	1600	4			       1	1			3	1		3	1600	4		
5694	Tsu	2003	5	21	18	44	 20.1	12	 6.8	 6.8	 6.9	 6.5				10	ALGERIA		ALGERIA:  ALGIERS, BOUMERDES, REGHIA, THENIA	  36.964	    3.634	15	    2266	4			     10261	4	    5000.000	4	43000	4	43000	4	    2266	4			10261	4	    5000.000	4	43000	4		
5696		2003	5	26	19	23	 27.9	31	 7.0	 7.0	 7.1	 6.5					INDONESIA		INDONESIA:  MOROTAI, BEREBERE, DARUBA	   2.354	  128.855	170	       1	1			         7	1		1	28	1	20	1	       1	1			7	1		1	28	1	20	1
